193.png,7
194.png,0
195.png,7
196.png,6
197.png,7
198.png,0
199.png,7
200.png,6
201.png,7
202.png,0
203.png,7
204.png,6
205.png,7
206.png,0
207.png,0
207.png,0
208.png,5
209.png,0
210.png,3
211.png,0
212.png,5
213.png,0
214.png,3
215.png,0
216.png,5
217.png,0
218.png,3
219.png,0
220.png,5
221.png,0
222.png,3
223.png,0
224.png,5
225.png,0
226.png,3
227.png,0
228.png,5
229.png,0
230.png,3
231.png,0
232.png,5
233.png,0
234.png,3
235.png,0
236.png,5
237.png,0
238.png,3
239.png,0
240.png,5
241.png,0
242.png,3
243.png,0
244.png,5
245.png,0
246.png,3
247.png,0
248.png,5
249.png,0
250.png,3
251.png,0
252.png,5
253.png,0
254.png,3
255.png,0
256.png,5
257.png,0
258.png,3
259.png,0
260.png,5
261.png,0
262.png,3
263.png,0
264.png,5
265.png,0
266.png,3
267.png,0
268.png,5
269.png,0
270.png,3
271.png,0
272.png,5
273.png,0
274.png,3
275.png,0
276.png,5
277.png,0
278.png,3
279.png,0
280.png,6
281.png,0
282.png,3
283.png,0
284.png,6
285.png,0
286.png,3
287.png,0
288.png,6
289.png,0
290.png,3
291.png,0
292.png,6
293.png,0
294.png,3
295.png,0
296.png,6
297.png,0
298.png,3
299.png,0
300.png,7
301.png,0
302.png,3
303.png,0
304.png,7
305.png,0
306.png,3
307.png,0
308.png,7
309.png,0
310.png,3
311.png,0
312.png,7
313.png,0
314.png,3
315.png,0
316.png,7
317.png,0
318.png,3
319.png,0
320.png,7
321.png,0
322.png,3
323.png,0
324.png,7
325.png,0
326.png,3
327.png,0
328.png,8
329.png,0
330.png,3
331.png,0
332.png,8
333.png,0
334.png,3
335.png,0
336.png,8
337.png,0
338.png,3
339.png,0
340.png,8
341.png,0
342.png,3
343.png,0
344.png,9
345.png,0
346.png,3
347.png,0
348.png,9
349.png,0
350.png,3
351.png,0
352.png,9
353.png,0
354.png,3
355.png,0
356.png,9
357.png,0
358.png,3
359.png,0
360.png,9
361.png,0
362.png,3
363.png,0
364.png,9
365.png,0
366.png,3
367.png,0
368.png,9
369.png,0
370.png,3
371.png,0
372.png,9
373.png,0
374.png,3
375.png,0
376.png,9
377.png,0
378.png,3
379.png,0
380.png,9
381.png,0
382.png,3
383.png,0
384.png,9
385.png,0
386.png,3
387.png,0
388.png,9
389.png,0
390.png,3
391.png,0
392.png,9
393.png,0
394.png,3
395.png,0
396.png,9
397.png,0
398.png,3
399.png,0
400.png,9
401.png,0
402.png,3
403.png,0
404.png,9
405.png,0
406.png,3
407.png,0
408.png,9
409.png,0
410.png,3
411.png,0
412.png,9
413.png,0
414.png,0
415.png,9
416.png,0
417.png,3
418.png,0
419.png,9
420.png,0
421.png,3
422.png,0
423.png,9
424.png,0
425.png,3
426.png,0
427.png,9
428.png,0
429.png,3
430.png,0
431.png,9
432.png,0
433.png,3
434.png,0
435.png,9
436.png,0
437.png,3
438.png,0
439.png,9
440.png,0
441.png,3
442.png,1
443.png,0
444.png,0
445.png,3
446.png,1
447.png,0
448.png,0
449.png,3
450.png,1
451.png,0
452.png,0
453.png,3
454.png,1
455.png,0
456.png,0
457.png,3
458.png,1
459.png,0
460.png,0
461.png,3
462.png,1
463.png,0
464.png,0
465.png,3
466.png,1
467.png,0
468.png,0
469.png,3
470.png,1
471.png,1
472.png,0
473.png,3
474.png,1
475.png,1
476.png,0
477.png,3
478.png,1
479.png,1
480.png,0
481.png,3
482.png,1
483.png,2
484.png,0
485.png,3
486.png,1
487.png,2
488.png,0
489.png,3
490.png,1
491.png,2
492.png,0
493.png,3
494.png,1
495.png,2
496.png,0
497.png,3
498.png,1
499.png,2
500.png,0
501.png,3
502.png,1
503.png,2
504.png,0
505.png,3
506.png,1
507.png,2
508.png,0
509.png,3
510.png,1
511.png,2
512.png,0
513.png,3
514.png,1
515.png,2
516.png,0
517.png,3
518.png,1
519.png,2
520.png,0
521.png,3
522.png,1
523.png,2
524.png,0
525.png,3
526.png,1
527.png,2
528.png,0
529.png,3
530.png,1
531.png,2
532.png,0
533.png,3
534.png,1
535.png,2
536.png,0
537.png,3
538.png,1
539.png,2
540.png,0
541.png,3
542.png,1
543.png,2
544.png,0
545.png,3
546.png,1
547.png,2
548.png,0
549.png,3
550.png,1
551.png,2
552.png,0
553.png,3
554.png,1
555.png,3
556.png,0
557.png,3
558.png,1
559.png,3
560.png,0
561.png,3
562.png,1
563.png,3
564.png,0
565.png,3
566.png,1
567.png,3
568.png,0
569.png,3
570.png,1
571.png,3
572.png,0
573.png,3
574.png,1
575.png,3
576.png,0
577.png,3
578.png,1
579.png,3
580.png,0
581.png,3
582.png,1
583.png,3
584.png,0
585.png,3
586.png,1
587.png,3
588.png,0
589.png,3
590.png,1
591.png,3
592.png,0
593.png,3
594.png,1
595.png,3
596.png,0
597.png,3
598.png,1
599.png,3
600.png,0
601.png,3
602.png,1
603.png,3
604.png,0
605.png,3
606.png,1
607.png,3
608.png,0
609.png,3
610.png,1
611.png,3
612.png,-1
613.png,3
614.png,1
615.png,3
616.png,-1
617.png,-1
618.png,1
619.png,3
620.png,0
621.png,3
622.png,1
623.png,4
624.png,0
625.png,3
626.png,1
627.png,4
628.png,0
629.png,3
630.png,1
631.png,4
632.png,0
633.png,3
634.png,1
635.png,5
636.png,0
637.png,3
638.png,1
639.png,5
640.png,0
641.png,3
642.png,1
643.png,6
644.png,0
645.png,3
646.png,1
647.png,6
648.png,0
649.png,3
650.png,1
651.png,6
652.png,0
653.png,3
654.png,1
655.png,6
656.png,0
657.png,3
658.png,1
659.png,6
660.png,0
661.png,3
662.png,1
663.png,6
664.png,0
665.png,3
666.png,1
667.png,6
668.png,0
669.png,3
670.png,1
671.png,6
672.png,0
673.png,3
673.png,4
674.png,5
675.png,0
676.png,8
677.png,4
678.png,5
679.png,0
680.png,8
681.png,4
682.png,6
683.png,0
684.png,8
685.png,4
686.png,6
687.png,0
688.png,8
689.png,4
690.png,6
691.png,0
692.png,8
693.png,4
694.png,6
695.png,0
696.png,8
697.png,4
698.png,6
699.png,0
700.png,8
701.png,4
702.png,6
703.png,0
704.png,8
705.png,4
706.png,6
707.png,0
708.png,8
709.png,4
710.png,6
711.png,0
712.png,8
713.png,4
714.png,6
715.png,0
716.png,8
717.png,4
718.png,6
719.png,0
720.png,8
721.png,4
722.png,6
723.png,0
724.png,8
725.png,4
726.png,6
727.png,0
728.png,8
729.png,4
730.png,6
731.png,0
732.png,8
733.png,4
734.png,6
735.png,0
736.png,8
737.png,4
738.png,6
739.png,0
740.png,8
741.png,4
742.png,6
743.png,0
744.png,8
745.png,4
746.png,7
747.png,0
748.png,8
749.png,4
750.png,7
751.png,0
752.png,8
753.png,4
754.png,7
755.png,0
756.png,8
757.png,4
758.png,7
759.png,0
760.png,8
761.png,4
762.png,8
763.png,0
764.png,8
765.png,4
766.png,8
767.png,0
768.png,8
769.png,4
770.png,8
771.png,0
772.png,8
773.png,4
774.png,8
775.png,0
776.png,8
777.png,4
778.png,8
779.png,0
780.png,8
781.png,4
782.png,9
783.png,0
784.png,8
785.png,4
786.png,9
787.png,0
788.png,8
789.png,4
790.png,9
791.png,0
792.png,8
793.png,4
794.png,9
795.png,0
796.png,8
797.png,4
798.png,9
799.png,0
800.png,8
801.png,4
802.png,9
803.png,0
804.png,8
805.png,4
806.png,9
807.png,0
808.png,8
809.png,4
810.png,9
811.png,0
812.png,8
813.png,4
814.png,9
815.png,0
816.png,8
817.png,4
818.png,9
819.png,0
820.png,8
821.png,4
822.png,9
823.png,0
824.png,8
825.png,4
826.png,9
827.png,0
828.png,8
829.png,4
830.png,9
831.png,0
832.png,8
833.png,4
834.png,9
835.png,0
836.png,8
837.png,4
838.png,9
839.png,0
840.png,8
841.png,4
842.png,9
843.png,0
844.png,8
845.png,4
846.png,9
847.png,0
848.png,8
849.png,4
850.png,9
851.png,0
852.png,8
853.png,4
854.png,9
855.png,0
856.png,8
857.png,4
858.png,9
859.png,0
860.png,8
861.png,4
862.png,9
863.png,0
864.png,8
865.png,4
866.png,9
867.png,0
868.png,8
869.png,4
870.png,9
871.png,0
872.png,8
873.png,4
874.png,9
875.png,0
876.png,8
877.png,4
878.png,9
879.png,0
880.png,8
881.png,4
882.png,9
883.png,0
884.png,8
885.png,4
886.png,9
887.png,0
888.png,8
889.png,4
890.png,9
891.png,0
892.png,8
893.png,4
894.png,9
895.png,0
896.png,8
897.png,4
898.png,9
899.png,0
900.png,8
901.png,4
902.png,9
903.png,0
904.png,8
904.png,5
905.png,5
906.png,1
907.png,0
908.png,5
909.png,5
910.png,1
911.png,0
912.png,5
913.png,5
914.png,1
915.png,0
916.png,5
917.png,5
918.png,1
919.png,0
920.png,5
921.png,5
922.png,1
923.png,0
924.png,5
925.png,5
926.png,1
927.png,0
928.png,5
929.png,5
930.png,1
931.png,0
932.png,5
933.png,5
934.png,1
935.png,0
936.png,5
937.png,5
938.png,1
939.png,0
940.png,5
941.png,5
942.png,1
943.png,0
944.png,5
945.png,5
946.png,1
947.png,0
948.png,5
949.png,5
950.png,1
951.png,0
952.png,5
953.png,5
954.png,1
955.png,0
956.png,5
957.png,6
958.png,1
959.png,0
960.png,5
961.png,6
962.png,1
963.png,0
964.png,5
965.png,6
966.png,1
967.png,0
968.png,5
969.png,6
970.png,1
971.png,0
972.png,5
973.png,9
974.png,1
975.png,0
976.png,5
977.png,9
978.png,1
979.png,0
980.png,5
981.png,9
982.png,1
983.png,0
984.png,5
985.png,9
986.png,1
987.png,0
988.png,5
989.png,9
990.png,1
991.png,0
992.png,5
993.png,9
994.png,1
995.png,0
996.png,5
997.png,9
998.png,1
999.png,0
1000.png,5
1001.png,9
1002.png,1
1003.png,0
1004.png,5
1005.png,9
1006.png,1
1007.png,0
1008.png,5
1009.png,9
1010.png,1
1011.png,0
1012.png,5
1013.png,9
1014.png,1
1015.png,0
1016.png,6
1017.png,0
1018.png,1
1019.png,0
1020.png,6
1021.png,0
1022.png,1
1023.png,0
1024.png,6
1025.png,0
1026.png,1
1027.png,0
1028.png,6
1029.png,0
1030.png,1
1031.png,0
1032.png,6
1033.png,0
1034.png,1
1035.png,0
1036.png,6
1037.png,1
1038.png,1
1039.png,0
1040.png,6
1041.png,1
1042.png,1
1043.png,0
1044.png,6
1045.png,1
1046.png,1
1047.png,0
1048.png,6
1049.png,2
1050.png,1
1051.png,0
1052.png,6
1053.png,2
1054.png,1
1055.png,0
1056.png,6
1057.png,3
1058.png,1
1059.png,0
1060.png,6
1061.png,3
1062.png,1
1063.png,0
1064.png,6
1065.png,3
1066.png,1
1067.png,0
1068.png,6
1069.png,4
1070.png,1
1071.png,0
1072.png,6
1073.png,4
1074.png,1
1075.png,0
1076.png,6
1077.png,4
1078.png,1
1079.png,0
1080.png,6
1081.png,4
1082.png,1
1083.png,0
1084.png,6
1085.png,5
1086.png,1
1087.png,0
1088.png,6
1089.png,5
1090.png,1
1091.png,0
1092.png,6
1093.png,6
1094.png,1
1095.png,0
1096.png,6
1097.png,6
1098.png,1
1099.png,0
1100.png,6
1101.png,6
1102.png,1
1103.png,0
1104.png,6
1105.png,6
1106.png,1
1107.png,0
1108.png,6
1109.png,7
1110.png,1
1111.png,0
1112.png,6
1113.png,7
1114.png,1
1115.png,0
1116.png,6
1117.png,7
1118.png,1
1119.png,0
1120.png,6
1121.png,7
1122.png,1
1123.png,0
1124.png,6
1125.png,7
1126.png,1
1127.png,0
1128.png,6
1129.png,7
1130.png,1
1131.png,0
1132.png,6
1133.png,7
1134.png,1
1135.png,0
1136.png,6
1137.png,7
1138.png,1
1139.png,0
1140.png,6
1141.png,7
1142.png,1
1143.png,0
1144.png,6
1145.png,7
1146.png,1
1147.png,0
1148.png,6
1149.png,7
1150.png,1
1151.png,0
1152.png,6
1153.png,7
1154.png,1
1155.png,0
1156.png,6
1157.png,7
1158.png,1
1159.png,0
1160.png,6
1161.png,7
1162.png,1
1163.png,0
1164.png,6
1165.png,7
1166.png,1
1167.png,0
1168.png,6
1169.png,7
1170.png,1
1171.png,0
1172.png,6
1173.png,7
1174.png,1
1175.png,0
1176.png,6
1177.png,7
1178.png,1
1179.png,0
1180.png,6
1181.png,7
1182.png,1
1183.png,0
1184.png,6
1185.png,7
1186.png,1
1187.png,0
1188.png,6
1189.png,7
1190.png,1
1191.png,0
1192.png,6
1193.png,7
1194.png,1
1195.png,0
1196.png,6
1197.png,7
1198.png,1
1199.png,9
1199.png,9
1200.png,5
1201.png,1
1202.png,1
1203.png,9
1204.png,5
1205.png,1
1206.png,1
1207.png,9
1208.png,5
1209.png,1
1210.png,1
1211.png,9
1212.png,5
1213.png,1
1214.png,1
1215.png,9
1216.png,5
1217.png,1
1218.png,1
1219.png,9
1220.png,5
1221.png,1
1222.png,1
1223.png,9
1224.png,5
1225.png,1
1226.png,1
1227.png,9
1228.png,5
1229.png,1
1230.png,1
1231.png,9
1232.png,5
1233.png,1
1234.png,1
1235.png,9
1236.png,5
1237.png,1
1238.png,1
1239.png,9
1240.png,5
1241.png,1
1242.png,1
1243.png,9
1244.png,5
1245.png,1
1246.png,1
1247.png,9
1248.png,5
1249.png,1
1250.png,1
1251.png,9
1252.png,5
1253.png,1
1254.png,1
1255.png,9
1256.png,5
1257.png,1
1258.png,1
1259.png,9
1260.png,6
1261.png,1
1262.png,1
1263.png,9
1264.png,6
1265.png,1
1266.png,1
1267.png,9
1268.png,6
1269.png,1
1270.png,1
1271.png,9
1272.png,6
1273.png,1
1274.png,1
1275.png,9
1276.png,6
1277.png,1
1278.png,1
1279.png,9
1280.png,6
1281.png,1
1282.png,1
1283.png,9
1284.png,6
1285.png,1
1286.png,1
1287.png,9
1288.png,6
1289.png,1
1290.png,1
1291.png,9
1292.png,6
1293.png,1
1294.png,1
1295.png,9
1296.png,6
1297.png,1
1298.png,1
1299.png,9
1300.png,6
1301.png,1
1302.png,1
1303.png,9
1304.png,6
1305.png,1
1306.png,1
1307.png,9
1308.png,6
1309.png,1
1310.png,1
1311.png,9
1312.png,7
1313.png,1
1314.png,1
1315.png,9
1316.png,7
1317.png,1
1318.png,1
1319.png,9
1320.png,7
1321.png,1
1322.png,1
1323.png,9
1324.png,8
1325.png,1
1326.png,1
1327.png,9
1328.png,8
1329.png,1
1330.png,1
1331.png,9
1332.png,8
1333.png,1
1334.png,1
1335.png,9
1336.png,8
1337.png,1
1338.png,1
1339.png,9
1340.png,8
1341.png,1
1342.png,1
1343.png,9
1344.png,8
1345.png,1
1346.png,1
1347.png,9
1348.png,8
1349.png,1
1350.png,1
1351.png,9
1352.png,8
1353.png,1
1354.png,1
1355.png,9
1356.png,8
1357.png,1
1358.png,1
1359.png,9
1360.png,9
1361.png,1
1362.png,1
1363.png,9
1364.png,9
1365.png,1
1366.png,1
1367.png,9
1368.png,9
1369.png,1
1370.png,1
1371.png,9
1372.png,9
1373.png,1
1374.png,1
1375.png,9
1376.png,9
1377.png,1
1378.png,1
1379.png,9
1380.png,9
1381.png,1
1382.png,1
1383.png,9
1384.png,9
1385.png,1
1386.png,1
1387.png,0
1388.png,0
1389.png,1
1390.png,1
1391.png,0
1392.png,0
1393.png,1
1394.png,1
1395.png,0
1396.png,0
1397.png,1
1398.png,1
1399.png,0
1400.png,0
1401.png,1
1402.png,1
1403.png,0
1404.png,0
1405.png,1
1406.png,1
1407.png,0
1408.png,0
1409.png,-1
1410.png,1
1411.png,0
1412.png,0
1413.png,-1
1414.png,-1
1415.png,0
1416.png,0
1417.png,-1
1418.png,1
1419.png,0
1420.png,0
1421.png,1
1422.png,1
1423.png,0
1424.png,0
1425.png,1
1426.png,1
1427.png,0
1428.png,0
1429.png,1
1430.png,1
1431.png,0
1432.png,0
1433.png,1
1434.png,1
1435.png,0
1436.png,0
1437.png,1
1438.png,2
1439.png,0
1440.png,0
1441.png,1
1442.png,2
1443.png,0
1444.png,0
1445.png,1
1446.png,2
1447.png,0
1448.png,0
1449.png,1
1450.png,2
1451.png,0
1452.png,0
1453.png,1
1454.png,2
1455.png,0
1456.png,0
1457.png,1
1458.png,2
1459.png,0
1460.png,0
1461.png,1
1462.png,2
1463.png,0
1464.png,0
1465.png,1
1466.png,2
1467.png,0
1468.png,0
1469.png,1
1470.png,2
1471.png,0
1472.png,0
1473.png,1
1474.png,2
1475.png,0
1476.png,0
1477.png,1
1478.png,2
1479.png,0
1480.png,0
1481.png,1
1482.png,2
1483.png,0
1484.png,0
1485.png,1
1486.png,2
1487.png,0
1488.png,0
1489.png,1
1490.png,2
1491.png,0
1492.png,0
1493.png,1
1494.png,2
1495.png,0
1496.png,0
1497.png,1
1498.png,2
1499.png,0
1500.png,0
1501.png,1
1502.png,2
1503.png,0
1504.png,0
1505.png,1
1506.png,2
1507.png,0
1508.png,0
1509.png,1
1510.png,2
1511.png,0
1512.png,0
1513.png,1
1514.png,2
1515.png,0
1516.png,0
1517.png,1
1518.png,2
1519.png,0
1520.png,0
1521.png,1
1522.png,2
1523.png,0
1524.png,0
1525.png,1
1526.png,2
1527.png,0
1528.png,0
1529.png,1
1530.png,2
1531.png,0
1532.png,0
1533.png,1
1534.png,2
1535.png,0
1536.png,0
1537.png,1
1538.png,2
1539.png,0
1540.png,0
1541.png,1
1542.png,2
1543.png,0
1544.png,0
1545.png,1
1546.png,2
1547.png,0
1548.png,0
1549.png,1
1550.png,2
1551.png,0
1552.png,0
1553.png,1
1554.png,2
1555.png,0
1556.png,0
1557.png,1
1558.png,2
1559.png,0
1560.png,0
1561.png,1
1562.png,2
1563.png,0
1564.png,0
1565.png,1
1566.png,2
1567.png,0
1568.png,0
1569.png,1
1570.png,2
1571.png,0
1572.png,0
1573.png,1
1574.png,2
1575.png,0
1576.png,0
1577.png,1
1578.png,2
1579.png,0
1580.png,0
1581.png,1
1582.png,2
1583.png,0
1584.png,0
1585.png,1
1586.png,2
1587.png,0
1588.png,0
1589.png,1
1590.png,2
1591.png,0
1592.png,0
1593.png,1
1594.png,2
1595.png,0
1596.png,0
1597.png,1
1598.png,2
1598.png,0
1599.png,3
1600.png,1
1601.png,3
1602.png,0
1603.png,3
1604.png,1
1605.png,3
1606.png,0
1607.png,3
1608.png,1
1609.png,3
1610.png,0
1611.png,3
1612.png,1
1613.png,3
1614.png,0
1615.png,3
1616.png,1
1617.png,3
1618.png,0
1619.png,3
1620.png,1
1621.png,3
1622.png,0
1623.png,3
1624.png,1
1625.png,3
1626.png,0
1627.png,3
1628.png,1
1629.png,3
1630.png,0
1631.png,3
1632.png,1
1633.png,3
1634.png,0
1635.png,3
1636.png,1
1637.png,3
1638.png,0
1639.png,3
1640.png,1
1641.png,3
1642.png,0
1643.png,3
1644.png,1
1645.png,3
1646.png,0
1647.png,3
1648.png,1
1649.png,3
1650.png,0
1651.png,3
1652.png,1
1653.png,3
1654.png,0
1655.png,3
1656.png,1
1657.png,3
1658.png,0
1659.png,3
1660.png,1
1661.png,3
1662.png,0
1663.png,3
1664.png,1
1665.png,3
1666.png,0
1667.png,3
1668.png,1
1669.png,3
1670.png,0
1671.png,3
1672.png,1
1673.png,3
1674.png,0
1675.png,3
1676.png,1
1677.png,3
1678.png,0
1679.png,3
1680.png,1
1681.png,3
1682.png,0
1683.png,3
1684.png,1
1685.png,3
1686.png,0
1687.png,5
1688.png,1
1689.png,3
1690.png,0
1691.png,6
1692.png,1
1693.png,3
1694.png,0
1695.png,6
1696.png,1
1697.png,3
1698.png,0
1699.png,7
1700.png,1
1701.png,3
1702.png,0
1703.png,7
1704.png,1
1705.png,3
1706.png,0
1707.png,7
1708.png,1
1709.png,3
1710.png,0
1711.png,7
1712.png,1
1713.png,3
1714.png,0
1715.png,7
1716.png,1
1717.png,3
1718.png,0
1719.png,7
1720.png,1
1721.png,3
1722.png,0
1723.png,7
1724.png,1
1725.png,3
1726.png,0
1727.png,7
1728.png,1
1729.png,3
1730.png,0
1731.png,7
1732.png,1
1733.png,3
1734.png,0
1735.png,7
1736.png,1
1737.png,3
1738.png,0
1739.png,7
1740.png,1
1741.png,3
1742.png,0
1743.png,7
1744.png,1
1745.png,3
1746.png,0
1747.png,7
1748.png,1
1749.png,3
1750.png,0
1751.png,7
1752.png,1
1753.png,3
1754.png,0
1755.png,7
1756.png,1
1757.png,3
1758.png,0
1759.png,7
1760.png,1
1761.png,3
1762.png,0
1763.png,7
1764.png,1
1765.png,3
1766.png,0
1767.png,7
1768.png,1
1769.png,3
1770.png,0
1771.png,7
1772.png,1
1773.png,3
1774.png,0
1775.png,7
1776.png,1
1777.png,3
1778.png,0
1779.png,7
1780.png,1
1781.png,3
1782.png,0
1783.png,7
1784.png,1
1785.png,3
1786.png,0
1787.png,7
1788.png,1
1789.png,3
1790.png,0
1791.png,7
1792.png,1
1793.png,3
1794.png,0
1795.png,7
1796.png,1
1797.png,3
1798.png,0
1799.png,7
1800.png,1
1801.png,3
1802.png,0
1803.png,7
1804.png,1
1805.png,3
1805.png,3
1806.png,8
1807.png,0
1808.png,3
1809.png,3
1810.png,8
1811.png,0
1812.png,3
1813.png,3
1814.png,8
1815.png,0
1816.png,3
1817.png,3
1818.png,8
1819.png,0
1820.png,3
1821.png,3
1822.png,8
1823.png,0
1824.png,3
1825.png,3
1826.png,8
1827.png,0
1828.png,3
1829.png,3
1830.png,8
1831.png,0
1832.png,3
1833.png,3
1834.png,9
1835.png,0
1836.png,3
1837.png,3
1838.png,9
1839.png,0
1840.png,3
1841.png,3
1842.png,9
1843.png,0
1844.png,3
1845.png,3
1846.png,9
1847.png,0
1848.png,3
1849.png,3
1850.png,9
1851.png,0
1852.png,3
1853.png,3
1854.png,9
1855.png,0
1856.png,3
1857.png,3
1858.png,9
1859.png,0
1860.png,3
1861.png,3
1862.png,9
1863.png,0
1864.png,3
1865.png,3
1866.png,9
1867.png,0
1868.png,3
1869.png,4
1870.png,0
1871.png,0
1872.png,3
1873.png,4
1874.png,0
1875.png,0
1876.png,3
1877.png,4
1878.png,0
1879.png,0
1880.png,3
1881.png,4
1882.png,0
1883.png,0
1884.png,3
1885.png,4
1886.png,0
1887.png,0
1888.png,3
1889.png,4
1890.png,0
1891.png,0
1892.png,3
1893.png,4
1894.png,0
1895.png,0
1896.png,3
1897.png,4
1898.png,1
1899.png,0
1900.png,3
1901.png,4
1902.png,1
1903.png,0
1904.png,3
1905.png,4
1906.png,1
1907.png,0
1908.png,3
1909.png,4
1910.png,1
1911.png,0
1912.png,3
1913.png,4
1914.png,1
1915.png,0
1916.png,3
1917.png,4
1918.png,1
1919.png,0
1920.png,3
1921.png,4
1922.png,1
1923.png,0
1924.png,3
1925.png,4
1926.png,1
1927.png,0
1928.png,3
1929.png,4
1930.png,1
1931.png,0
1932.png,3
1933.png,4
1934.png,1
1935.png,0
1936.png,3
1937.png,4
1938.png,1
1939.png,0
1940.png,3
1940.png,4
1941.png,1
1942.png,0
1943.png,3
1944.png,4
1945.png,1
1946.png,0
1947.png,3
1948.png,4
1949.png,1
1950.png,0
1951.png,3
1952.png,4
1953.png,1
1954.png,0
1955.png,3
1956.png,4
1957.png,1
1958.png,0
1959.png,3
1960.png,4
1961.png,1
1962.png,0
1963.png,3
1964.png,4
1965.png,1
1966.png,0
1967.png,3
1968.png,4
1969.png,1
1970.png,0
1971.png,3
1972.png,4
1973.png,1
1974.png,0
1975.png,3
1976.png,4
1977.png,1
1978.png,0
1979.png,3
1980.png,4
1981.png,1
1982.png,0
1983.png,3
1984.png,4
1985.png,1
1986.png,0
1987.png,3
1988.png,4
1989.png,1
1990.png,0
1991.png,3
1992.png,4
1993.png,1
1994.png,0
1995.png,3
1996.png,4
1997.png,1
1998.png,0
1999.png,3
2000.png,4
2001.png,1
2002.png,0
2003.png,3
2004.png,4
2005.png,1
2006.png,0
2007.png,3
2008.png,4
2009.png,3
2010.png,0
2011.png,3
2012.png,4
2013.png,4
2014.png,0
2015.png,3
2016.png,4
2017.png,5
2018.png,0
2019.png,3
2020.png,4
2021.png,5
2022.png,0
2023.png,3
2024.png,4
2025.png,5
2026.png,0
2027.png,3
2028.png,4
2029.png,5
2030.png,0
2031.png,3
2032.png,4
2033.png,5
2034.png,0
2035.png,3
2036.png,4
2037.png,5
2038.png,0
2039.png,3
2040.png,4
2041.png,5
2042.png,0
2043.png,3
2044.png,4
2045.png,5
2046.png,0
2047.png,3
2048.png,4
2049.png,5
2050.png,0
2051.png,3
2052.png,4
2053.png,5
2054.png,0
2055.png,3
2056.png,4
2057.png,5
2058.png,0
2059.png,3
2060.png,4
2061.png,5
2062.png,0
2063.png,3
2063.png,6
2064.png,6
2065.png,0
2066.png,5
2067.png,6
2068.png,6
2069.png,0
2070.png,5
2071.png,6
2072.png,6
2073.png,0
2074.png,5
2075.png,6
2076.png,6
2077.png,0
2078.png,5
2079.png,6
2080.png,6
2081.png,0
2082.png,5
2083.png,6
2084.png,6
2085.png,0
2086.png,5
2087.png,6
2088.png,6
2089.png,0
2090.png,5
2091.png,6
2092.png,6
2093.png,0
2094.png,5
2095.png,6
2096.png,7
2097.png,0
2098.png,5
2099.png,6
2100.png,8
2101.png,0
2102.png,5
2103.png,7
2104.png,0
2105.png,0
2106.png,5
2107.png,7
2108.png,0
2109.png,0
2110.png,5
2111.png,7
2112.png,2
2113.png,0
2114.png,5
2115.png,7
2116.png,2
2117.png,0
2118.png,5
2119.png,7
2120.png,2
2121.png,0
2122.png,5
2123.png,7
2124.png,2
2125.png,0
2126.png,5
2127.png,7
2128.png,2
2129.png,0
2130.png,5
2131.png,7
2132.png,2
2133.png,0
